1,1,0,0.00,0.00
3,1,0,0.00,0.00
5,1,0,0.00,0.00
7,1,0,0.00,0.00
21,1,0,0.00,0.00
39,1,0,0.00,0.00
59,1,0,0.00,0.00
77,1,0,0.00,0.00
96,1,0,0.00,0.00
114,1,0,0.00,0.00
135,1,0,0.00,0.00
154,1,0,0.00,0.00
174,1,0,0.00,0.00
194,1,0,0.00,0.00
214,1,0,0.00,0.00
233,1,0,0.00,0.00
252,1,0,0.00,0.00
273,1,0,0.00,0.00
292,1,0,0.00,0.00
312,1,0,0.00,0.00
332,1,0,0.00,0.00
352,1,0,0.00,0.00
371,1,0,0.00,0.00
392,1,0,0.00,0.00
411,1,0,0.00,0.00
431,1,0,0.00,0.00
450,1,0,0.00,0.00
471,1,0,0.00,0.00
490,1,0,0.00,0.00
509,1,0,0.00,0.00
530,1,0,0.00,0.00
549,1,0,0.00,0.00
569,1,0,0.00,0.00
589,1,0,0.00,0.00
609,1,0,0.00,0.00
628,1,0,0.00,0.00
648,1,0,0.00,0.00
668,1,0,0.00,0.00
688,1,0,0.00,0.00
707,1,0,0.00,0.00
728,1,0,0.00,0.00
747,1,0,0.00,0.00
766,1,0,0.00,0.00
786,1,0,0.00,0.00
806,1,0,0.00,0.00
826,1,0,0.00,0.00
845,1,0,0.00,0.00
866,1,0,0.00,0.00
885,1,0,0.00,0.00
905,1,0,0.00,0.00
925,1,0,0.00,0.00
945,1,0,0.00,0.00
964,1,0,0.00,0.00
984,1,0,0.00,0.00
1004,1,0,0.00,0.00
1025,1,0,0.00,0.00
1045,1,0,0.00,0.00
1067,1,0,0.00,0.00
1087,1,0,0.00,0.00
1107,1,0,0.00,0.00
1129,1,0,0.00,0.00
1149,1,0,0.00,0.00
1170,1,0,0.00,0.00
1191,1,0,0.00,0.00
1212,1,0,0.00,0.00
1232,1,0,0.00,0.00
1253,1,0,0.00,0.00
1274,1,0,0.00,0.00
1295,1,0,0.00,0.00
1315,1,0,0.00,0.00
1337,1,0,0.00,0.00
1357,1,0,0.00,0.00
1378,1,0,0.00,0.00
1399,1,0,0.00,0.00
1420,1,0,0.00,0.00
1440,1,0,0.00,0.00
1462,1,0,0.00,0.00
1482,1,0,0.00,0.00
1503,1,0,0.00,0.00
1524,1,0,0.00,0.00
1545,1,0,0.00,0.00
1565,1,0,0.00,0.00
1586,1,0,0.00,0.00
1607,1,0,0.00,0.00
1628,1,0,0.00,0.00
1648,1,0,0.00,0.00
1670,1,0,0.00,0.00
1690,1,0,0.00,0.00
1711,1,0,0.00,0.00
1732,1,0,0.00,0.00
1753,1,0,0.00,0.00
1773,1,0,0.00,0.00
1795,1,0,0.00,0.00
1815,1,0,0.00,0.00
1836,1,0,0.00,0.00
1857,1,0,0.00,0.00
1878,1,0,0.00,0.00
1898,1,0,0.00,0.00
1918,1,0,0.00,0.00
1940,1,0,0.00,0.00
1960,1,0,0.00,0.00
1981,1,0,0.00,0.00
2002,1,0,0.00,0.00
2023,1,0,0.00,0.00
2043,1,0,0.00,0.00
2065,1,0,0.00,0.00
2085,1,0,0.00,0.00
2106,1,0,0.00,0.00
2127,1,0,0.00,0.00
2148,1,0,0.00,0.00
2168,1,0,0.00,0.00
2190,1,0,0.00,0.00
2210,1,0,0.00,0.00
